r56,Nama,Sisa Stok,Satuan,HNA + PPN,QTY 1,Harga 1,Disc1,QTY2,Harga2,Disc2,QTY3,Harga3,Disc3,QTY4,Harga4,Disc4,QTY5,Harga5,Disc5
AKD10902800375,HANSAPLAST ROLL 1.25 CM X 1 M / K,430,BOX,87824,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AKD109028003751,HANSAPLAST ROLL 1.25 CM X 5 M / B,997,BOX,123821,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AKD10902811029,TENSOCREPE 7.5 CM X 4.5 M,20,PC,88523,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
AKD10902811029A,TENSOCREPE 10 CM X 4.5 M,10,PC,107004,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
AKD10902811029B,TENSOCREPE 15 CM X 4.5 M,3,PC,140804,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
AKD10902910634,HANSAPLAST JUMBO ISI 50+1 / B,457,PAK,31079,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
AKD10903010280,ALKOHOL SWAB 2 PLY 100`S,0,BOX,0,1,12000,0,0,0,0,0,0,0,0,0,0,0,0,0
AKD11105800108,MAMI BREAST PUMP,929,PC,0,1,14750,0,0,0,0,0,0,0,0,0,0,0,0,0
AKD11403121811,BBF ANAK (PENGUIN) NEW ISI 10,250,BOX,91700,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AKD11403220338,BBF DEWASA (PENGUIN),210,BOX,105600,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AKD11603010092,SENSI MASK 3 PLY EARLOOP,0,BOX,0,1,114027,0,0,0,0,0,0,0,0,0,0,0,0,0
AKD11603021107,ONEMED KASA STERIL,1,BOX,5772,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
AKD11603910382,BUSADA KASA STERIL,1112,PAK,0,1,4325,0,0,0,0,0,0,0,0,0,0,0,0,0
AKD20003310112,VIGEL 30 GR / K (NEW),392,PC,16376,1,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0
AKD20101800007,ONEMED TEST PACK STRIP (1 BOX = 50 STRIP),208,BOX,0,1,56000,0,0,0,0,0,0,0,0,0,0,0,0,0
AKD20303021873,ONEMED COVID RAPID TEST,0,BOX,0,1,1082250,0,0,0,0,0,0,0,0,0,0,0,0,0
AKD20903220634,ONEMED ALKOHOL ONE SWAB 2 PLY,0,BOX,0,1,9500,0,0,0,0,0,0,0,0,0,0,0,0,0
AKD20903220634A,FOCCUS ALKOHOL SWAB 2 PLY,98,BOX,0,1,9500,0,0,0,0,0,0,0,0,0,0,0,0,0
AKD20903310112,VIGEL 60 GR / B,358,PC,27599,1,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0
AKD20903322733,ONEMED ALKOHOL ONE SWAB 2 PLY,0,BOX,0,1,9500,0,0,0,0,0,0,0,0,0,0,0,0,0
AKD21104320465,SUTRA LUBRICANT 50 ML,642,PC,17316,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0
AKD21603410192,SENSI MASK 3 PLY HEADLOOP,0,BOX,0,1,142282,0,0,0,0,0,0,0,0,0,0,0,0,0
AKD21603510404,DIAPRO MASKER EARLOOP 3 PLY ISI 50,0,BOX,0,1,16398,0,40,16145,0,0,0,0,0,0,0,0,0,0
AKD21603810607,DERMATIX ULTRA GEL 5 G,248,PC,114330,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AKD21603810607B,DERMATIX ULTRA GEL 15 G,0,PC,253080,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
AKL 21104124552,FIESTA 3 WATERMELON,93,PAK,12654,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL10602713499,POLIDENT 60 GR FLAVOUR FREE,11,PC,79476,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AKL10602713788,POLIDENT 60 GR FRESH MINT,344,PC,79476,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AKL10602713788K,POLIDENT 20 GR FRESH MINT,948,PC,33078,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AKL10602713788Z,POLIDENT 20 GR FLAVOUR FREE,0,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKL10902020290,HYPAFIX 10 CM X 5 M,7,BOX,193196,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
AKL10902020290A,HYPAFIX 5 CM X 5 M,25,BOX,99012,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
AKL10902020291,HYPAFIX 5 CM X 1 M,618,BOX,23699,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
AKL10902020799,HANSAPLAST MARVEL ISI 10,0,AMPLO,8089,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AKL10902127171,ULTRAFIX 10 X 5 M,193,BOX,31968,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
AKL10902127171A,ULTRAFIX 5 X 1 M,124,BOX,35298,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
AKL10902127171B,ULTRAFIX 10 X 1 M,193,BOX,35298,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
AKL10902127171C,ULTRAFIX 5 X 5 M,333,BOX,16428,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
AKL10902421172A,DETTOL PLESTER TOPLES (ISI 100),32,TOPLE,43637,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0
AKL10902421172B,DETTOL PLESTER AMPLOP 10S,139,AMPLO,8153,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0
AKL10902512676,LEUKOPLAST 2.5 CM X 4.5 M,0,PC,25031,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
AKL10902512676A,LEUKOPLAST 5 CM X 4.5 M,0,PC,48063,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
AKL10902811180,HANSAPLAST FROZEN ISI 10,0,AMPLO,8089,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AKL1090281180,HANSAPLAST MICKEY ISI 10,0,AMPLO,8089,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AKL1090281181,HANSAPLAST STAR WARS ISI 10,0,AMPLO,8089,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AKL109028118A,HANSAPLAST PRINCESS ISI 10,0,AMPLO,8089,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AKL10902913410,BETADINE PLASTER AMPLOP JR 5S *NORETUR*,0,AMP,6105,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0
AKL10902913444,BETADINE PLASTER AMPLOP DWS 5S *NORETUR*,0,AMP,3774,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0
AKL109037177461,NITRILE EXAMINATION GLOVES SIZE M,0,BOX,285371,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
AKL109037177462,NITRILE EXAMINATION GLOVES SIZE L,0,BOX,297480,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0
AKL1104712302,FIESTA 3 DELAY,0,PC,13160,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL11403412948,ROHTO FEVER PATCH,0,PC,9491,1,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL11403513963,KOOL FEVER ANAK / BIRU,236,BOX,76800,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AKL11403513964,KOOL FEVER BAYI / PINK,441,BOX,58608,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AKL11403513967,KOOL FEVER DEWASA / BIRU MUDA,478,BOX,42300,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AKL11403711445,BYE BYE FEVER ANAK,0,BOX,45848,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
AKL11403815064,IFREE PAD NYERI HAID ISI 2,0,PAK,19425,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AKL11403815065,IFREE PAD NYERI HAID ISI 6,0,PAK,43659,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AKL11403913465,BBF BAYI (PENGUIN),393,BOX,64400,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AKL11403913466,BBF ANAK (PENGUIN),0,BOX,45848,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AKL114403711444,BYE BYE FEVER BAYI,0,BOX,64390,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
AKL11603325892,KASA MEDI STEEZE,10,BOX,0,1,5750,0,0,0,0,0,0,0,0,0,0,0,0,0
AKL11603715818,ALOCLAIR PLUS GEL 8 ML,0,PC,94350,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AKL20101420008,GLUCOMETER 582 YUWELL,45,BOX,89910,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AKL20101717586,AKURAT STRIP (1 BOX = 25 STR) *NORETUR*$$,4517,STR,10545,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
AKL20101812275,SENSITIF STRIP (1 BOX = 25 STR) *NORETUR* $$,782,STR,23310,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
AKL20101815706,ANDALAN TEST PACK X,0,PAK,0,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
AKL20101815723,ANDALAN TEST PACK *NORETUR*,160,STR,4970,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
AKL20501320811,TENSI DIGITAL YUWELL 660 E,7,BOX,375180,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0
AKL20501320880,TENSI DIGITAL YUWELL 660 B,12,BOX,310800,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0
AKL20704811822,BETADINE NASAL SPRAY 20 ML *NORETUR*,0,PC,138750,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
AKL20901220110,THERMO ONE FLEXI,0,PC,24200,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0
AKL20901220202,THERMO ONE BETA 1 ORANGE,81,PC,24198,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0
AKL20901819163,DIGITAL THERMOMETER ALPHA 3,0,PC,38850,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
AKL2107421716,SUTRA 3+1 GERIGI ECO,57,BOX,191329,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104124319,FIESTA 3 BLACK COFFE,48,PAK,12654,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104320527,SUTRA 003 PUTIH,628,PAK,12210,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104511195,SUTRA 3 MERAH,277,BOX,143856,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL211045111951,SUTRA 24 MERAH,124,BOX,226440,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL211045111952,SUTRA 12 MERAH,175,BOX,257742,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL211045111953,SUTRA 12+3 MERAH ECO,112,BOX,257742,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL211045111954,SUTRA 3+1 MERAH ECO,0,BOX,143856,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104511195A,SUTRA 24 MERAH ECER,0,PAK,35918,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104511196,FIESTA 12 PARTY PACK,0,PAK,42957,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104511278,FIESTA 3 ULTRA THIN,112,PAK,13875,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104511278A,FIESTA 3 ULTRA THIN BANDED,0,PAK,13875,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104511278B,FIESTA FUN PACK 5+1,9,PAK,19980,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104511281,FIESTA 3 RASA BANANA,0,PAK,11985,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104511288,FIESTA 3 RASA STRAW,351,PAK,12654,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL211045112881,FIESTA 12 RASA STRAW,21,PAK,42957,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104511288A,FIESTA 3 RASA STRAW BANDED,40,PAK,12654,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104511368,FIESTA 3 ULTRA SAFE,138,PAK,13875,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104512040,FIESTA 3 ALL NIGHT,0,PAK,7670,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104512098,SUTRA 12 OK,0,BOX,340265,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL211045120981,SUTRA 12 OK,65,BOX,340265,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL211045120982,SUTRA 3+1 OK ECO,0,BOX,191329,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL211045120983,SUTRA 24 OK,20,BOX,290014,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL211045120984,SUTRA 3 OK,139,BOX,191329,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL211045120985,SUTRA 12+3 OK ECO,12,BOX,340265,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104512098A,SUTRA 12 OK ECER,0,PAK,28355,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104513170,FIESTA 3 BUBBLE GUM,141,PAK,12654,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104513427,FIESTA 3 NEON,0,PAK,9102,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104513938,FIESTA 3 MAX DOTTED,401,PAK,13875,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104513938A,FIESTA 3 MAX DOTTED BANDED,0,PAK,13875,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104520049,SUTRA 3 CINTA BIRU,238,PAK,7104,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104520049A,SUTRA 12 CINTA BIRU,14,BOX,293040,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104614813,DUREX 3 INVISIBLE,0,PAK,41647,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104713156,FIESTA 3 RASA GRAPE,0,PAK,11985,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104713612,SUPREME 3 PERFORMAX,0,PAK,15540,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104713703,SUPREME 3 SENSATION,0,PAK,15540,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104812840,SUTRA 12 PLUS,0,BOX,340265,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104812840A,SUTRA 12 PLUS (PACK),0,PAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104812841,SUTRA 3 GERIGI,0,BOX,191329,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
AKL21104913436,DUREX 3 NAUGHTY CHOCOLATE,0,PAK,18864,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
AKL21105214072,DUREX 3 RIBBED,0,PAK,17873,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
AKL21105214091,DUREX 3 STRAW,0,PAK,25990,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
AKL21105214098,DUREX 3 CLOSE FIT,2,PAK,25975,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
AKL21105214176,DUREX 3 PERFORMA,37,PAK,32453,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
AKL21105214178,DUREX 3 PLEASURE MAX,11,PAK,32322,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
AKL21105214181,DUREX 3 COMFORT,0,PAK,20376,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
AKL21150214070,DUREX 3 TINGLE,0,PAK,23585,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
AKL211505214068,DUREX 3 EXTRA SAFE,125,PAK,25943,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
AKL211505214071,DUREX 3 FETHERLITE,49,PAK,29892,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
AKL21603716218,ALOCLAIR PLUS MOUTHWASH 60 ML,0,PC,99900,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
BKAJ102,SAKATONIK GUMMY,0,BOX,0,1,41373,0,0,0,0,0,0,0,0,0,0,0,0,0
BNKTP0CA04153,PROCOLD FLU BATUK PE - DEXT -,0,BOX,0,1,108500,0,0,0,0,0,0,0,0,0,0,0,0,0
BONUS00001,SECRET TEMPRA,0,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BONUS00002,SECRET TEMPRA + MASKER COUNT,0,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C304003,FOX LEM TIKUS 75 GR,0,PC,0,1,11302,0,0,0,0,0,0,0,0,0,0,0,0,0
C9F849L,PRORIS 200 MG FC CAPLET ISI 10 PUTIH,0,BOX,85470,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
C9F849L1,PRORIS 200 MG CAPLET ISI 10 PUTIH (27 BOX)*NORETUR,69,BOX,88889,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
CBCB566780A1,COBA-COBA 100S NEW,0,BOX,124578,1,0,3,6,0,5,0,0,0,0,0,0,0,0,0
CD162349521,HEMAVITON ACTION,8,BOX,0,1,67600,0,0,0,0,0,0,0,0,0,0,0,0,0
D2017828,DORIS TALC 100 GR,0,PC,0,1,19425,0,0,0,0,0,0,0,0,0,0,0,0,0
DB227834741,HOT IN GO 100 GR ORI,189,PC,29859,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0
DBL 7215806416B,NEUROBION BIRU ISI 5 / K,0,BOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0007101404B1,EMTURNAS FORTE 650 MG *NORETUR*,66,BOX,0,1,21000,0,10,20750,0,0,0,0,0,0,0,0,0,0
DBL0008502563A1,LAMBUCID TAB 200`S,20,BOX,0,1,41600,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0008502633A1,LAMBUCID SUSP 60 ML,33,PC,0,1,8400,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0008502633A2,LAMBUCID SUSP 100 ML,121,PC,0,1,11000,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0016109809A1,XEPAZYM 30`S *NORETUR*,9,BOX,106560,1,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0
DBL002223149A1,POLDANMIG KAP,78,BOX,85914,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
DBL0105510758A1,DUMIN RECTAL TUBE 125 MG / 2.5 ML,13,BOX,109446,1,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
DBL0110804163A1,BERLOSID TAB 100`S,104,BOX,0,1,31250,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0110804233A1,BERLOSID SYRUP 60 ML,214,PC,0,1,8700,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0123402704A2,MIRASIC 500 KAP 100`S,534,BOX,0,1,28500,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0124501963B1,PANADOL ANAK,32,BOX,145521,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DBL0204128063A1,MALTOFER CHEW BOX,44,BOX,98901,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
DBL0231108036A1,GRAFADON DROPS 60 MG 15 ML,0,PC,0,1,8476,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0231522045A2,Y RINS DOS 12 ML $$,150,BOX,18315,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DBL0234000563A1,NOVAMAG 100`S TAB NOVA,0,BOX,0,1,21200,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0234001137A,NOVAGESIC SYRUP 60 ML NEW (1 CTN = 60 PC)*NORETUR*,63,BTL,0,1,5700,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0234001137A1,NOVAGESIC SYRUP 60 ML *NO RETUR*,0,BTL,0,1,5700,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0304518633A1,NAPREX SYRUP 60 ML,58,BTL,46081,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DBL0305033317A1,NEURODEX FILM COAT 200 (DX) *NORETUR*,0,BOX,0,1,84500,0,5,84000,0,10,83600,0,0,0,0,0,0,0
DBL0305033317A2,NEURODEX FILM COAT 200 (DX) NEW *NORETUR*,503,BOX,0,1,84500,0,5,84000,0,10,83600,0,0,0,0,0,0,0
DBL0307114204A1,ZECANEURON 100`S KAPL FM *NORETUR*,21,BOX,0,1,53000,0,5,52500,0,10,52000,0,0,0,0,0,0,0
DBL0308508637A1,DAPYRIN SYR 60 ML,148,PC,0,1,7500,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0309213936A1,FASIDOL DROP 15 ML,246,PC,0,1,11500,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0309317237A1,LACTULAX SYR 200 ML,0,PC,105450,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0
DBL0333508735A1,COOLING 5 CHERRY (MERAH),0,PC,35520,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DBL0333508835A1,COOLING 5 MINT (BIRU),378,PC,35520,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DBL0334001704A2,NOVAGESIC 500 BOX (10 STR X 10 KAP) *NO RETUR*,278,BOX,0,1,22000,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0408510217A1,DANEURON 100`S ( 1 CTN = 80 BOX),143,BOX,0,1,43000,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0408510810A1,DAPYRIN 200`S TAB,264,BOX,0,1,46700,0,5,45700,0,0,0,0,0,0,0,0,0,0
DBL0410806837A1,OBH BERLICO NEW 100 ML,165,PC,0,1,7950,0,12,7850,0,0,0,0,0,0,0,0,0,0
DBL0422706609B1,HEMAVITON NEURO FORTE,0,BOX,22075,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
DBL0434003633A1,NOVADIAR SUSPENSI 60 ML *NO RETUR*,0,PC,0,1,3885,0,50,3784,0,0,0,0,0,0,0,0,0,0
DBL0435300809B1,NERVA 5000 TAB 50`S,0,BOX,166500,1,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0
DBL0521631433A1,PRAXION SUSP JERUK 60 ML (ORANGE) *NORETUR*,246,BTL,25530,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DBL0521631433B1,PRAXION FORTE SUSP 250 MG (HIJAU) *NORETUR*,164,PC,30869,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DBL0609201137B1,FASIDOL FORTE SYR,170,PC,0,1,7050,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL060920470B1,FASIDOL FORTE 650 MG 100`S,0,BOX,0,1,35250,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0617206837A1,NELLCO OBH BB 55 ML *NO RETUR*,0,PC,11100,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
DBL0623402704B1,MIRASIC FORTE 650 MG KAP 100`S,51,BOX,0,1,34600,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0627508204B1,PACETIK 500 MG 100`S KAP,59,BOX,0,1,21000,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0627508204B2,PACETIK 500 MG KLG,184,PC,0,1,17000,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0627508337A1,PACETIK SYRUP STRAWBERRY 60 ML,655,PC,0,1,4550,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0636700404A1,SELEDIAR KAP 100`S,0,BOX,0,1,34000,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL070400624A1,CITO PK 5 GR *KALIUM PERMANGANAT*,0,BOX,138044,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0
DBL0723410204A1,MIRASIC PLUS 100`S KAP,31,BOX,0,1,36750,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0831528141A1,CALLUSOL 10 ML (1 CTN = 144),0,PC,29970,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DBL0831528141A2,CALLUSOL 10 ML (1 CTN = 168),0,PC,29970,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DBL0831528141A3,CALLUSOL 10 ML (1 CTN = 60) $$,439,PC,31080,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DBL0909219233A1,KANINA SUSP 60 ML,0,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL0928404710A1,FASGO 500 MG TAB 200`S,40,BOX,55500,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DBL1004427063A1,ANFLAT 100`S TAB,25,BOX,66600,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
DBL1017624936A1,PAMOL DROP 15 ML,0,PC,64214,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0
DBL1024400337B1,TEMPRA SYR FORTE 60 ML B GUM,0,PC,47286,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
DBL1025803404A2,TRIFAMOL 500 MG 100`S,0,BOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL1028404937A1,FASGO SYR 60 ML,0,PC,12210,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DBL1028405304A1,FASGO FORTE 650 MG TAB 100`S,7,BOX,44400,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DBL1030705210A1,OSKADON EXTRA TAB,0,BOX,0,1,43750,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL1111641033A1,PROMAG CAIR 10 ML,1606,PAK,0,1,14000,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL1111641033A3,PROMAG SUSPENSI 60 ML,232,BTL,0,1,14300,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL1124401337A1,TEMPRA SYR FORTE 60 ML ORG,0,BTL,47286,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
DBL1124403036A5,TEMPRA DROP 15 ML,0,BTL,46065,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
DBL1124403137A1,TEMPRA SYRUP 30 ML / MINI,0,BTL,22422,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
DBL1124403137A2,TEMPRA SYRUP 60 ML / K,0,BTL,42846,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
DBL1124403137A3,TEMPRA SYRUP 100 ML / B,0,PC,54390,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
DBL1206314237A1,ERLAMOL SYR 120 MG / 60 ML,68,PC,7087,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
DBL1230705637A2,CONTREXYN DEMAM RASA JERUK SYR 60 ML,0,PC,6800,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
DBL1233526035A1,COOLING 5 CAPPUCCINO (COKLAT),0,PC,35520,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DBL1315713441A1,KUTILOS 10 ML,29,PC,28860,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DBL1322235037B1,SANMOL FORTE SYR 60 ML,0,PC,0,1,32412,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL1402008804A1,SARIDON EXTRA,0,PAK,7992,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DBL1428406237A1,FASGO FORTE SYR 60 ML,100,PC,18870,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0
